Program,Year,Period,Week Ending,Geo Level,State,State ANSI,Ag District,Ag District Code,County,County ANSI,FIPS,Region,watershed_code,Watershed,Commodity,Data Item,Domain,Domain Category,Value
SURVEY,2017,YEAR,,COUNTY,GEORGIA,13,SOUTHEAST,90,APPLING,1,13001,,0,,PEANUTS,"PEANUTS - YIELD, MEASURED IN LB / ACRE",TOTAL,NOT SPECIFIED,4771
SURVEY,2016,YEAR,,COUNTY,GEORGIA,13,SOUTHEAST,90,APPLING,1,13001,,0,,PEANUTS,"PEANUTS - YIELD, MEASURED IN LB / ACRE",TOTAL,NOT SPECIFIED,3277
SURVEY,2015,YEAR,,COUNTY,GEORGIA,13,SOUTHEAST,90,APPLING,1,13001,,0,,PEANUTS,"PEANUTS - YIELD, MEASURED IN LB / ACRE",TOTAL,NOT SPECIFIED,4163
SURVEY,2014,YEAR,,COUNTY,GEORGIA,13,SOUTHEAST,90,APPLING,1,13001,,0,,PEANUTS,"PEANUTS - YIELD, MEASURED IN LB / ACRE",TOTAL,NOT SPECIFIED,3339
SURVEY,2013,YEAR,,COUNTY,GEORGIA,13,SOUTHEAST,90,APPLING,1,13001,,0,,PEANUTS,"PEANUTS - YIELD, MEASURED IN LB / ACRE",TOTAL,NOT SPECIFIED,3918
SURVEY,2012,YEAR,,COUNTY,GEORGIA,13,SOUTHEAST,90,APPLING,1,13001,,0,,PEANUTS,"PEANUTS - YIELD, MEASURED IN LB / ACRE",TOTAL,NOT SPECIFIED,4422
SURVEY,2011,YEAR,,COUNTY,GEORGIA,13,SOUTHEAST,90,APPLING,1,13001,,0,,PEANUTS,"PEANUTS - YIELD, MEASURED IN LB / ACRE",TOTAL,NOT SPECIFIED,3465
SURVEY,2010,YEAR,,COUNTY,GEORGIA,13,SOUTHEAST,90,APPLING,1,13001,,0,,PEANUTS,"PEANUTS - YIELD, MEASURED IN LB / ACRE",TOTAL,NOT SPECIFIED,2620
SURVEY,2008,YEAR,,COUNTY,GEORGIA,13,SOUTHEAST,90,APPLING,1,13001,,0,,PEANUTS,"PEANUTS - YIELD, MEASURED IN LB / ACRE",TOTAL,NOT SPECIFIED,2795
SURVEY,2007,YEAR,,COUNTY,GEORGIA,13,SOUTHEAST,90,APPLING,1,13001,,0,,PEANUTS,"PEANUTS - YIELD, MEASURED IN LB / ACRE",TOTAL,NOT SPECIFIED,2845
SURVEY,2006,YEAR,,COUNTY,GEORGIA,13,SOUTHEAST,90,APPLING,1,13001,,0,,PEANUTS,"PEANUTS - YIELD, MEASURED IN LB / ACRE",TOTAL,NOT SPECIFIED,2360
SURVEY,2005,YEAR,,COUNTY,GEORGIA,13,SOUTHEAST,90,APPLING,1,13001,,0,,PEANUTS,"PEANUTS - YIELD, MEASURED IN LB / ACRE",TOTAL,NOT SPECIFIED,2835
SURVEY,2004,YEAR,,COUNTY,GEORGIA,13,SOUTHEAST,90,APPLING,1,13001,,0,,PEANUTS,"PEANUTS - YIELD, MEASURED IN LB / ACRE",TOTAL,NOT SPECIFIED,3065
SURVEY,1992,YEAR,,COUNTY,GEORGIA,13,SOUTHEAST,90,APPLING,1,13001,,0,,PEANUTS,"PEANUTS - YIELD, MEASURED IN LB / ACRE",TOTAL,NOT SPECIFIED,2770
SURVEY,1991,YEAR,,COUNTY,GEORGIA,13,SOUTHEAST,90,APPLING,1,13001,,0,,PEANUTS,"PEANUTS - YIELD, MEASURED IN LB / ACRE",TOTAL,NOT SPECIFIED,2300
SURVEY,1990,YEAR,,COUNTY,GEORGIA,13,SOUTHEAST,90,APPLING,1,13001,,0,,PEANUTS,"PEANUTS - YIELD, MEASURED IN LB / ACRE",TOTAL,NOT SPECIFIED,2190
SURVEY,1989,YEAR,,COUNTY,GEORGIA,13,SOUTHEAST,90,APPLING,1,13001,,0,,PEANUTS,"PEANUTS - YIELD, MEASURED IN LB / ACRE",TOTAL,NOT SPECIFIED,2930
SURVEY,1988,YEAR,,COUNTY,GEORGIA,13,SOUTHEAST,90,APPLING,1,13001,,0,,PEANUTS,"PEANUTS - YIELD, MEASURED IN LB / ACRE",TOTAL,NOT SPECIFIED,2855
SURVEY,1987,YEAR,,COUNTY,GEORGIA,13,SOUTHEAST,90,APPLING,1,13001,,0,,PEANUTS,"PEANUTS - YIELD, MEASURED IN LB / ACRE",TOTAL,NOT SPECIFIED,2590
SURVEY,1986,YEAR,,COUNTY,GEORGIA,13,SOUTHEAST,90,APPLING,1,13001,,0,,PEANUTS,"PEANUTS - YIELD, MEASURED IN LB / ACRE",TOTAL,NOT SPECIFIED,3330
SURVEY,1985,YEAR,,COUNTY,GEORGIA,13,SOUTHEAST,90,APPLING,1,13001,,0,,PEANUTS,"PEANUTS - YIELD, MEASURED IN LB / ACRE",TOTAL,NOT SPECIFIED,3735
SURVEY,1984,YEAR,,COUNTY,GEORGIA,13,SOUTHEAST,90,APPLING,1,13001,,0,,PEANUTS,"PEANUTS - YIELD, MEASURED IN LB / ACRE",TOTAL,NOT SPECIFIED,3325
SURVEY,1983,YEAR,,COUNTY,GEORGIA,13,SOUTHEAST,90,APPLING,1,13001,,0,,PEANUTS,"PEANUTS - YIELD, MEASURED IN LB / ACRE",TOTAL,NOT SPECIFIED,2530
SURVEY,1982,YEAR,,COUNTY,GEORGIA,13,SOUTHEAST,90,APPLING,1,13001,,0,,PEANUTS,"PEANUTS - YIELD, MEASURED IN LB / ACRE",TOTAL,NOT SPECIFIED,2705
SURVEY,1981,YEAR,,COUNTY,GEORGIA,13,SOUTHEAST,90,APPLING,1,13001,,0,,PEANUTS,"PEANUTS - YIELD, MEASURED IN LB / ACRE",TOTAL,NOT SPECIFIED,2735
SURVEY,1980,YEAR,,COUNTY,GEORGIA,13,SOUTHEAST,90,APPLING,1,13001,,0,,PEANUTS,"PEANUTS - YIELD, MEASURED IN LB / ACRE",TOTAL,NOT SPECIFIED,1000
SURVEY,2017,YEAR,,COUNTY,GEORGIA,13,SOUTHEAST,90,APPLING,1,13001,,0,,COTTON,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",TOTAL,NOT SPECIFIED,707
SURVEY,2016,YEAR,,COUNTY,GEORGIA,13,SOUTHEAST,90,APPLING,1,13001,,0,,COTTON,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",TOTAL,NOT SPECIFIED,805
SURVEY,2015,YEAR,,COUNTY,GEORGIA,13,SOUTHEAST,90,APPLING,1,13001,,0,,COTTON,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",TOTAL,NOT SPECIFIED,851
SURVEY,2014,YEAR,,COUNTY,GEORGIA,13,SOUTHEAST,90,APPLING,1,13001,,0,,COTTON,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",TOTAL,NOT SPECIFIED,794
SURVEY,2013,YEAR,,COUNTY,GEORGIA,13,SOUTHEAST,90,APPLING,1,13001,,0,,COTTON,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",TOTAL,NOT SPECIFIED,753
SURVEY,2012,YEAR,,COUNTY,GEORGIA,13,SOUTHEAST,90,APPLING,1,13001,,0,,COTTON,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",TOTAL,NOT SPECIFIED,1033
SURVEY,2011,YEAR,,COUNTY,GEORGIA,13,SOUTHEAST,90,APPLING,1,13001,,0,,COTTON,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",TOTAL,NOT SPECIFIED,726
SURVEY,2010,YEAR,,COUNTY,GEORGIA,13,SOUTHEAST,90,APPLING,1,13001,,0,,COTTON,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",TOTAL,NOT SPECIFIED,665
SURVEY,2009,YEAR,,COUNTY,GEORGIA,13,SOUTHEAST,90,APPLING,1,13001,,0,,COTTON,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",TOTAL,NOT SPECIFIED,867
SURVEY,2008,YEAR,,COUNTY,GEORGIA,13,SOUTHEAST,90,APPLING,1,13001,,0,,COTTON,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",TOTAL,NOT SPECIFIED,979
SURVEY,2007,YEAR,,COUNTY,GEORGIA,13,SOUTHEAST,90,APPLING,1,13001,,0,,COTTON,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",TOTAL,NOT SPECIFIED,759
SURVEY,2006,YEAR,,COUNTY,GEORGIA,13,SOUTHEAST,90,APPLING,1,13001,,0,,COTTON,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",TOTAL,NOT SPECIFIED,672
SURVEY,2005,YEAR,,COUNTY,GEORGIA,13,SOUTHEAST,90,APPLING,1,13001,,0,,COTTON,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",TOTAL,NOT SPECIFIED,789
SURVEY,2004,YEAR,,COUNTY,GEORGIA,13,SOUTHEAST,90,APPLING,1,13001,,0,,COTTON,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",TOTAL,NOT SPECIFIED,596
SURVEY,2003,YEAR,,COUNTY,GEORGIA,13,SOUTHEAST,90,APPLING,1,13001,,0,,COTTON,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",TOTAL,NOT SPECIFIED,719
SURVEY,2002,YEAR,,COUNTY,GEORGIA,13,SOUTHEAST,90,APPLING,1,13001,,0,,COTTON,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",TOTAL,NOT SPECIFIED,592
SURVEY,2001,YEAR,,COUNTY,GEORGIA,13,SOUTHEAST,90,APPLING,1,13001,,0,,COTTON,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",TOTAL,NOT SPECIFIED,701
SURVEY,2000,YEAR,,COUNTY,GEORGIA,13,SOUTHEAST,90,APPLING,1,13001,,0,,COTTON,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",TOTAL,NOT SPECIFIED,617
SURVEY,1999,YEAR,,COUNTY,GEORGIA,13,SOUTHEAST,90,APPLING,1,13001,,0,,COTTON,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",TOTAL,NOT SPECIFIED,579
SURVEY,1998,YEAR,,COUNTY,GEORGIA,13,SOUTHEAST,90,APPLING,1,13001,,0,,COTTON,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",TOTAL,NOT SPECIFIED,564
SURVEY,1997,YEAR,,COUNTY,GEORGIA,13,SOUTHEAST,90,APPLING,1,13001,,0,,COTTON,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",TOTAL,NOT SPECIFIED,712
SURVEY,1996,YEAR,,COUNTY,GEORGIA,13,SOUTHEAST,90,APPLING,1,13001,,0,,COTTON,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",TOTAL,NOT SPECIFIED,738
SURVEY,1995,YEAR,,COUNTY,GEORGIA,13,SOUTHEAST,90,APPLING,1,13001,,0,,COTTON,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",TOTAL,NOT SPECIFIED,550
SURVEY,1994,YEAR,,COUNTY,GEORGIA,13,SOUTHEAST,90,APPLING,1,13001,,0,,COTTON,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",TOTAL,NOT SPECIFIED,794
SURVEY,1993,YEAR,,COUNTY,GEORGIA,13,SOUTHEAST,90,APPLING,1,13001,,0,,COTTON,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",TOTAL,NOT SPECIFIED,666
SURVEY,1992,YEAR,,COUNTY,GEORGIA,13,SOUTHEAST,90,APPLING,1,13001,,0,,COTTON,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",TOTAL,NOT SPECIFIED,708
SURVEY,1991,YEAR,,COUNTY,GEORGIA,13,SOUTHEAST,90,APPLING,1,13001,,0,,COTTON,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",TOTAL,NOT SPECIFIED,704
SURVEY,1990,YEAR,,COUNTY,GEORGIA,13,SOUTHEAST,90,APPLING,1,13001,,0,,COTTON,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",TOTAL,NOT SPECIFIED,477
SURVEY,1989,YEAR,,COUNTY,GEORGIA,13,SOUTHEAST,90,APPLING,1,13001,,0,,COTTON,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",TOTAL,NOT SPECIFIED,502
SURVEY,1988,YEAR,,COUNTY,GEORGIA,13,SOUTHEAST,90,APPLING,1,13001,,0,,COTTON,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",TOTAL,NOT SPECIFIED,519
SURVEY,1987,YEAR,,COUNTY,GEORGIA,13,SOUTHEAST,90,APPLING,1,13001,,0,,COTTON,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",TOTAL,NOT SPECIFIED,471
SURVEY,1986,YEAR,,COUNTY,GEORGIA,13,SOUTHEAST,90,APPLING,1,13001,,0,,COTTON,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",TOTAL,NOT SPECIFIED,519
SURVEY,1985,YEAR,,COUNTY,GEORGIA,13,SOUTHEAST,90,APPLING,1,13001,,0,,COTTON,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",TOTAL,NOT SPECIFIED,615
SURVEY,2017,YEAR,,COUNTY,GEORGIA,13,SOUTHEAST,90,APPLING,1,13001,,0,,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,38
SURVEY,2016,YEAR,,COUNTY,GEORGIA,13,SOUTHEAST,90,APPLING,1,13001,,0,,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,25.4
SURVEY,2015,YEAR,,COUNTY,GEORGIA,13,SOUTHEAST,90,APPLING,1,13001,,0,,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,51.7
SURVEY,2014,YEAR,,COUNTY,GEORGIA,13,SOUTHEAST,90,APPLING,1,13001,,0,,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,36.3
SURVEY,2013,YEAR,,COUNTY,GEORGIA,13,SOUTHEAST,90,APPLING,1,13001,,0,,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,36.3
SURVEY,2012,YEAR,,COUNTY,GEORGIA,13,SOUTHEAST,90,APPLING,1,13001,,0,,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,37.3
SURVEY,2010,YEAR,,COUNTY,GEORGIA,13,SOUTHEAST,90,APPLING,1,13001,,0,,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,22.1
SURVEY,2007,YEAR,,COUNTY,GEORGIA,13,SOUTHEAST,90,APPLING,1,13001,,0,,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,35
SURVEY,2006,YEAR,,COUNTY,GEORGIA,13,SOUTHEAST,90,APPLING,1,13001,,0,,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,30
SURVEY,2005,YEAR,,COUNTY,GEORGIA,13,SOUTHEAST,90,APPLING,1,13001,,0,,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,30
SURVEY,2004,YEAR,,COUNTY,GEORGIA,13,SOUTHEAST,90,APPLING,1,13001,,0,,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,32
SURVEY,2003,YEAR,,COUNTY,GEORGIA,13,SOUTHEAST,90,APPLING,1,13001,,0,,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,31
SURVEY,2002,YEAR,,COUNTY,GEORGIA,13,SOUTHEAST,90,APPLING,1,13001,,0,,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,25
SURVEY,2001,YEAR,,COUNTY,GEORGIA,13,SOUTHEAST,90,APPLING,1,13001,,0,,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,25
SURVEY,2000,YEAR,,COUNTY,GEORGIA,13,SOUTHEAST,90,APPLING,1,13001,,0,,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,27
SURVEY,1999,YEAR,,COUNTY,GEORGIA,13,SOUTHEAST,90,APPLING,1,13001,,0,,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,25
SURVEY,1998,YEAR,,COUNTY,GEORGIA,13,SOUTHEAST,90,APPLING,1,13001,,0,,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,19.2
SURVEY,1997,YEAR,,COUNTY,GEORGIA,13,SOUTHEAST,90,APPLING,1,13001,,0,,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,21.4
SURVEY,1996,YEAR,,COUNTY,GEORGIA,13,SOUTHEAST,90,APPLING,1,13001,,0,,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,29
SURVEY,1995,YEAR,,COUNTY,GEORGIA,13,SOUTHEAST,90,APPLING,1,13001,,0,,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,30
SURVEY,1994,YEAR,,COUNTY,GEORGIA,13,SOUTHEAST,90,APPLING,1,13001,,0,,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,32.2
SURVEY,1993,YEAR,,COUNTY,GEORGIA,13,SOUTHEAST,90,APPLING,1,13001,,0,,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,20.8
SURVEY,1992,YEAR,,COUNTY,GEORGIA,13,SOUTHEAST,90,APPLING,1,13001,,0,,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,30.6
SURVEY,1991,YEAR,,COUNTY,GEORGIA,13,SOUTHEAST,90,APPLING,1,13001,,0,,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,30.1
SURVEY,1990,YEAR,,COUNTY,GEORGIA,13,SOUTHEAST,90,APPLING,1,13001,,0,,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,14.7
SURVEY,1989,YEAR,,COUNTY,GEORGIA,13,SOUTHEAST,90,APPLING,1,13001,,0,,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,30.8
SURVEY,1988,YEAR,,COUNTY,GEORGIA,13,SOUTHEAST,90,APPLING,1,13001,,0,,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,26.8
SURVEY,1987,YEAR,,COUNTY,GEORGIA,13,SOUTHEAST,90,APPLING,1,13001,,0,,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,24
SURVEY,1986,YEAR,,COUNTY,GEORGIA,13,SOUTHEAST,90,APPLING,1,13001,,0,,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,22.1
SURVEY,1985,YEAR,,COUNTY,GEORGIA,13,SOUTHEAST,90,APPLING,1,13001,,0,,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,26.9
SURVEY,1984,YEAR,,COUNTY,GEORGIA,13,SOUTHEAST,90,APPLING,1,13001,,0,,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,28.7
SURVEY,1983,YEAR,,COUNTY,GEORGIA,13,SOUTHEAST,90,APPLING,1,13001,,0,,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,19.5
SURVEY,1982,YEAR,,COUNTY,GEORGIA,13,SOUTHEAST,90,APPLING,1,13001,,0,,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,30.1
SURVEY,1981,YEAR,,COUNTY,GEORGIA,13,SOUTHEAST,90,APPLING,1,13001,,0,,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,22.5
SURVEY,1980,YEAR,,COUNTY,GEORGIA,13,SOUTHEAST,90,APPLING,1,13001,,0,,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,11.4
SURVEY,2017,YEAR,,COUNTY,GEORGIA,13,SOUTHEAST,90,APPLING,1,13001,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,135
SURVEY,2016,YEAR,,COUNTY,GEORGIA,13,SOUTHEAST,90,APPLING,1,13001,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,201.5
SURVEY,2015,YEAR,,COUNTY,GEORGIA,13,SOUTHEAST,90,APPLING,1,13001,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,142.4
SURVEY,2014,YEAR,,COUNTY,GEORGIA,13,SOUTHEAST,90,APPLING,1,13001,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,156.6
SURVEY,2013,YEAR,,COUNTY,GEORGIA,13,SOUTHEAST,90,APPLING,1,13001,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,200
SURVEY,2012,YEAR,,COUNTY,GEORGIA,13,SOUTHEAST,90,APPLING,1,13001,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,125
SURVEY,2010,YEAR,,COUNTY,GEORGIA,13,SOUTHEAST,90,APPLING,1,13001,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,93
SURVEY,2008,YEAR,,COUNTY,GEORGIA,13,SOUTHEAST,90,APPLING,1,13001,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,79
SURVEY,2007,YEAR,,COUNTY,GEORGIA,13,SOUTHEAST,90,APPLING,1,13001,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,70
SURVEY,2006,YEAR,,COUNTY,GEORGIA,13,SOUTHEAST,90,APPLING,1,13001,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,78
SURVEY,2005,YEAR,,COUNTY,GEORGIA,13,SOUTHEAST,90,APPLING,1,13001,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,101
SURVEY,2004,YEAR,,COUNTY,GEORGIA,13,SOUTHEAST,90,APPLING,1,13001,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,74
SURVEY,2003,YEAR,,COUNTY,GEORGIA,13,SOUTHEAST,90,APPLING,1,13001,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,90
SURVEY,2002,YEAR,,COUNTY,GEORGIA,13,SOUTHEAST,90,APPLING,1,13001,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,83
SURVEY,2001,YEAR,,COUNTY,GEORGIA,13,SOUTHEAST,90,APPLING,1,13001,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,77
SURVEY,2000,YEAR,,COUNTY,GEORGIA,13,SOUTHEAST,90,APPLING,1,13001,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,42
SURVEY,1999,YEAR,,COUNTY,GEORGIA,13,SOUTHEAST,90,APPLING,1,13001,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,40
SURVEY,1998,YEAR,,COUNTY,GEORGIA,13,SOUTHEAST,90,APPLING,1,13001,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,20.5
SURVEY,1997,YEAR,,COUNTY,GEORGIA,13,SOUTHEAST,90,APPLING,1,13001,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,75
SURVEY,1996,YEAR,,COUNTY,GEORGIA,13,SOUTHEAST,90,APPLING,1,13001,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,71.3
SURVEY,1995,YEAR,,COUNTY,GEORGIA,13,SOUTHEAST,90,APPLING,1,13001,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,84.6
SURVEY,1994,YEAR,,COUNTY,GEORGIA,13,SOUTHEAST,90,APPLING,1,13001,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,101.6
SURVEY,1993,YEAR,,COUNTY,GEORGIA,13,SOUTHEAST,90,APPLING,1,13001,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,58.9
SURVEY,1992,YEAR,,COUNTY,GEORGIA,13,SOUTHEAST,90,APPLING,1,13001,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,100.2
SURVEY,1991,YEAR,,COUNTY,GEORGIA,13,SOUTHEAST,90,APPLING,1,13001,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,91
SURVEY,1990,YEAR,,COUNTY,GEORGIA,13,SOUTHEAST,90,APPLING,1,13001,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,24.5
SURVEY,1989,YEAR,,COUNTY,GEORGIA,13,SOUTHEAST,90,APPLING,1,13001,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,82.8
SURVEY,1988,YEAR,,COUNTY,GEORGIA,13,SOUTHEAST,90,APPLING,1,13001,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,45.4
SURVEY,1987,YEAR,,COUNTY,GEORGIA,13,SOUTHEAST,90,APPLING,1,13001,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,84.2
SURVEY,1986,YEAR,,COUNTY,GEORGIA,13,SOUTHEAST,90,APPLING,1,13001,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,30
SURVEY,1985,YEAR,,COUNTY,GEORGIA,13,SOUTHEAST,90,APPLING,1,13001,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,77.1
