"","Year","County","NumZeroDays"
"4061",1990,"F13241",87
"4062",1990,"F13243",112
"4063",1990,"F13245",123
"4064",1990,"F13247",120
"4065",1990,"F13249",117
"4066",1990,"F13251",115
"4067",1990,"F13253",114
"4068",1990,"F13255",128
"4069",1990,"F13257",104
"4070",1990,"F13259",120
"4071",1990,"F13261",119
"4072",1990,"F13263",122
"4073",1990,"F13265",115
"4074",1990,"F13267",112
"4075",1990,"F13269",124
"4076",1990,"F13271",119
"4077",1990,"F13273",111
"4078",1990,"F13275",110
"4079",1990,"F13277",109
"4080",1990,"F13279",112
"4081",1990,"F13281",93
"4082",1990,"F13283",112
"4083",1990,"F13285",113
"4084",1990,"F13287",113
"4085",1990,"F13289",107
"4086",1990,"F13291",101
"4087",1990,"F13293",122
"4088",1990,"F13295",110
"4089",1990,"F13297",120
"4090",1990,"F13299",104
"4091",1990,"F13301",119
"4092",1990,"F13303",110
"4093",1990,"F13305",102
"4094",1990,"F13307",118
"4095",1990,"F13309",119
"4096",1990,"F13311",113
"4097",1990,"F13313",109
"4098",1990,"F13315",103
"4099",1990,"F13317",123
"4100",1990,"F13319",108
"4101",1990,"F13321",106
"4102",1990,"F37001",118
"4103",1990,"F37003",102
"4104",1990,"F37005",98
"4105",1990,"F37007",119
"4106",1990,"F37009",94
"4107",1990,"F37011",83
"4108",1990,"F37013",113
"4109",1990,"F37015",100
"4110",1990,"F37017",110
"4111",1990,"F37019",107
"4112",1990,"F37021",93
"4113",1990,"F37023",94
"4114",1990,"F37025",121
"4115",1990,"F37027",100
"4116",1990,"F37029",119
"4117",1990,"F37031",110
"4118",1990,"F37033",113
"4119",1990,"F37035",112
"4120",1990,"F37037",115
"4121",1990,"F37039",99
"4122",1990,"F37041",115
"4123",1990,"F37043",92
"4124",1990,"F37045",108
"4125",1990,"F37047",109
"4126",1990,"F37049",104
"4127",1990,"F37051",111
"4128",1990,"F37053",114
"4129",1990,"F37055",106
"4130",1990,"F37057",119
"4131",1990,"F37059",125
"4132",1990,"F37061",108
"4133",1990,"F37063",103
"4134",1990,"F37065",116
"4135",1990,"F37067",109
"4136",1990,"F37069",110
"4137",1990,"F37071",114
"4138",1990,"F37073",105
"4139",1990,"F37075",93
"4140",1990,"F37077",97
"4141",1990,"F37079",115
"4142",1990,"F37081",114
"4143",1990,"F37083",110
"4144",1990,"F37085",121
"4145",1990,"F37087",78
"4146",1990,"F37089",81
"4147",1990,"F37091",102
"4148",1990,"F37093",100
"4149",1990,"F37095",105
"4150",1990,"F37097",109
"4151",1990,"F37099",79
"4152",1990,"F37101",118
"4153",1990,"F37103",109
"4154",1990,"F37105",122
"4155",1990,"F37107",113
"4156",1990,"F37109",111
"4157",1990,"F37111",92
"4158",1990,"F37113",88
"4159",1990,"F37115",89
"4160",1990,"F37117",102
"4161",1990,"F37119",115
"4162",1990,"F37121",82
"4163",1990,"F37123",114
"4164",1990,"F37125",112
"4165",1990,"F37127",112
"4166",1990,"F37129",116
"4167",1990,"F37131",107
"4168",1990,"F37133",102
"4169",1990,"F37135",112
"4170",1990,"F37137",109
"4171",1990,"F37139",118
"4172",1990,"F37141",111
"4173",1990,"F37143",110
"4174",1990,"F37145",108
"4175",1990,"F37147",110
"4176",1990,"F37149",102
"4177",1990,"F37151",113
"4178",1990,"F37153",117
"4179",1990,"F37155",93
"4180",1990,"F37157",108
"4181",1990,"F37159",117
"4182",1990,"F37161",100
"4183",1990,"F37163",109
"4184",1990,"F37165",110
"4185",1990,"F37167",126
"4186",1990,"F37169",105
"4187",1990,"F37171",95
"4188",1990,"F37173",83
"4189",1990,"F37175",79
"4190",1990,"F37177",104
"4191",1990,"F37179",117
"4192",1990,"F37181",120
"4193",1990,"F37183",109
"4194",1990,"F37185",118
"4195",1990,"F37187",111
"4196",1990,"F37189",88
"4197",1990,"F37191",113
"4198",1990,"F37193",91
"4199",1990,"F37195",116
"4200",1990,"F37197",113
"4201",1990,"F37199",84
"4202",1990,"F45001",113
"4203",1990,"F45003",108
"4204",1990,"F45005",115
"4205",1990,"F45007",111
"4206",1990,"F45009",107
"4207",1990,"F45011",109
"4208",1990,"F45013",127
"4209",1990,"F45015",108
"4210",1990,"F45017",116
"4211",1990,"F45019",114
"4212",1990,"F45021",116
"4213",1990,"F45023",112
"4214",1990,"F45025",105
"4215",1990,"F45027",114
"4216",1990,"F45029",114
"4217",1990,"F45031",103
"4218",1990,"F45033",109
"4219",1990,"F45035",122
"4220",1990,"F45037",121
"4221",1990,"F45039",106
"4222",1990,"F45041",109
"4223",1990,"F45043",109
"4224",1990,"F45045",91
"4225",1990,"F45047",118
"4226",1990,"F45049",123
"4227",1990,"F45051",105
"4228",1990,"F45053",113
"4229",1990,"F45055",101
"4230",1990,"F45057",109
"4231",1990,"F45059",116
"4232",1990,"F45061",105
"4233",1990,"F45063",108
"4234",1990,"F45065",120
"4235",1990,"F45067",101
"4236",1990,"F45069",114
"4237",1990,"F45071",110
"4238",1990,"F45073",78
"4239",1990,"F45075",105
"4240",1990,"F45077",86
"4241",1990,"F45079",107
"4242",1990,"F45081",119
"4243",1990,"F45083",109
"4244",1990,"F45085",108
"4245",1990,"F45087",116
"4246",1990,"F45089",108
"4247",1990,"F45091",113
"4248",1990,"F51001",44
"4249",1990,"F51003",105
"4250",1990,"F51005",99
"4251",1990,"F51007",125
"4252",1990,"F51009",106
"4253",1990,"F51011",121
"4254",1990,"F51013",111
"4255",1990,"F51015",93
"4256",1990,"F51017",91
"4257",1990,"F51019",107
"4258",1990,"F51021",95
"4259",1990,"F51023",97
"4260",1990,"F51025",123
"4261",1990,"F51027",93
"4262",1990,"F51029",108
"4263",1990,"F51031",117
"4264",1990,"F51033",109
"4265",1990,"F51035",96
"4266",1990,"F51036",114
"4267",1990,"F51037",116
"4268",1990,"F51041",123
"4269",1990,"F51043",116
"4270",1990,"F51045",101
"4271",1990,"F51047",112
"4272",1990,"F51049",123
"4273",1990,"F51051",90
"4274",1990,"F51053",122
"4275",1990,"F51057",113
"4276",1990,"F51059",102
"4277",1990,"F51061",102
"4278",1990,"F51063",96
"4279",1990,"F51065",117
"4280",1990,"F51067",107
"4281",1990,"F51069",106
"4282",1990,"F51071",98
"4283",1990,"F51073",111
"4284",1990,"F51075",121
"4285",1990,"F51077",94
"4286",1990,"F51079",103
"4287",1990,"F51081",125
"4288",1990,"F51083",115
"4289",1990,"F51085",117
"4290",1990,"F51087",120
"4291",1990,"F51089",112
"4292",1990,"F51091",90
"4293",1990,"F51093",108
"4294",1990,"F51095",120
"4295",1990,"F51097",110
"4296",1990,"F51099",118
"4297",1990,"F51101",111
"4298",1990,"F51103",111
"4299",1990,"F51105",86
"4300",1990,"F51107",103
"4301",1990,"F51109",116
"4302",1990,"F51111",120
"4303",1990,"F51113",101
"4304",1990,"F51115",119
"4305",1990,"F51117",123
"4306",1990,"F51119",111
"4307",1990,"F51121",102
"4308",1990,"F51125",107
"4309",1990,"F51127",110
"4310",1990,"F51131",43
"4311",1990,"F51133",113
"4312",1990,"F51135",124
"4313",1990,"F51137",117
"4314",1990,"F51139",103
"4315",1990,"F51141",102
"4316",1990,"F51143",106
"4317",1990,"F51145",125
"4318",1990,"F51147",123
"4319",1990,"F51149",111
"4320",1990,"F51153",101
"4321",1990,"F51155",101
"4322",1990,"F51157",100
"4323",1990,"F51159",120
"4324",1990,"F51161",98
"4325",1990,"F51163",95
"4326",1990,"F51165",90
"4327",1990,"F51167",90
"4328",1990,"F51169",87
"4329",1990,"F51171",102
"4330",1990,"F51173",88
"4331",1990,"F51175",111
"4332",1990,"F51177",112
"4333",1990,"F51179",113
"4334",1990,"F51181",109
"4335",1990,"F51183",110
"4336",1990,"F51185",91
"4337",1990,"F51187",103
"4338",1990,"F51191",84
"4339",1990,"F51193",118
"4340",1990,"F51195",88
"4341",1990,"F51197",96
"4342",1990,"F51199",113
"4343",1990,"F51510",109
"4344",1990,"F51520",98
"4345",1990,"F51530",112
"4346",1990,"F51540",128
"4347",1990,"F51550",118
"4348",1990,"F51570",130
"4349",1990,"F51580",118
"4350",1990,"F51590",134
"4351",1990,"F51595",135
"4352",1990,"F51600",110
"4353",1990,"F51610",115
"4354",1990,"F51620",121
"4355",1990,"F51630",121
"4356",1990,"F51640",117
"4357",1990,"F51650",127
"4358",1990,"F51660",125
"4359",1990,"F51670",133
"4360",1990,"F51678",132
"4361",1990,"F51680",123
"4362",1990,"F51683",108
"4363",1990,"F51685",105
"4364",1990,"F51690",122
"4365",1990,"F51700",111
"4366",1990,"F51710",128
"4367",1990,"F51720",93
"4368",1990,"F51730",127
"4369",1990,"F51735",126
"4370",1990,"F51740",118
"4371",1990,"F51750",134
"4372",1990,"F51760",121
"4373",1990,"F51770",107
"4374",1990,"F51775",110
"4375",1990,"F51790",118
"4376",1990,"F51800",115
"4377",1990,"F51810",52
"4378",1990,"F51820",107
"4379",1990,"F51830",127
"4380",1990,"F51840",120
"4381",1991,"F13001",83
"4382",1991,"F13003",82
"4383",1991,"F13005",88
"4384",1991,"F13007",96
"4385",1991,"F13009",110
"4386",1991,"F13011",87
"4387",1991,"F13013",94
"4388",1991,"F13015",87
"4389",1991,"F13017",85
"4390",1991,"F13019",88
"4391",1991,"F13021",104
"4392",1991,"F13023",95
"4393",1991,"F13025",67
"4394",1991,"F13027",98
"4395",1991,"F13029",78
"4396",1991,"F13031",89
"4397",1991,"F13033",81
"4398",1991,"F13035",106
"4399",1991,"F13037",98
"4400",1991,"F13039",60
"4401",1991,"F13043",102
"4402",1991,"F13045",100
"4403",1991,"F13047",123
"4404",1991,"F13049",59
"4405",1991,"F13051",77
"4406",1991,"F13053",99
"4407",1991,"F13055",96
"4408",1991,"F13057",83
"4409",1991,"F13059",96
"4410",1991,"F13061",93
"4411",1991,"F13063",108
"4412",1991,"F13065",75
"4413",1991,"F13067",88
"4414",1991,"F13069",86
"4415",1991,"F13071",86
"4416",1991,"F13073",117
"4417",1991,"F13075",85
"4418",1991,"F13077",96
"4419",1991,"F13079",96
"4420",1991,"F13081",96
"4421",1991,"F13083",93
"4422",1991,"F13085",92
"4423",1991,"F13087",84
"4424",1991,"F13089",86
"4425",1991,"F13091",96
"4426",1991,"F13093",99
"4427",1991,"F13095",91
"4428",1991,"F13097",89
"4429",1991,"F13099",99
"4430",1991,"F13101",78
"4431",1991,"F13103",91
"4432",1991,"F13105",108
"4433",1991,"F13107",96
"4434",1991,"F13109",100
"4435",1991,"F13111",90
"4436",1991,"F13113",100
"4437",1991,"F13115",93
"4438",1991,"F13117",98
"4439",1991,"F13119",97
"4440",1991,"F13121",81
"4441",1991,"F13123",90
"4442",1991,"F13125",113
"4443",1991,"F13127",60
"4444",1991,"F13129",101
"4445",1991,"F13131",91
"4446",1991,"F13133",98
"4447",1991,"F13135",81
"4448",1991,"F13137",82
"4449",1991,"F13139",80
"4450",1991,"F13141",97
"4451",1991,"F13143",105
"4452",1991,"F13145",95
"4453",1991,"F13147",94
"4454",1991,"F13149",105
"4455",1991,"F13151",104
"4456",1991,"F13153",96
"4457",1991,"F13155",79
"4458",1991,"F13157",88
"4459",1991,"F13159",113
"4460",1991,"F13161",80
"4461",1991,"F13163",90
"4462",1991,"F13165",91
"4463",1991,"F13167",95
"4464",1991,"F13169",100
"4465",1991,"F13171",109
"4466",1991,"F13173",90
"4467",1991,"F13175",89
"4468",1991,"F13177",87
"4469",1991,"F13179",70
"4470",1991,"F13181",120
"4471",1991,"F13183",75
"4472",1991,"F13185",91
"4473",1991,"F13187",81
"4474",1991,"F13189",115
"4475",1991,"F13191",64
"4476",1991,"F13193",110
"4477",1991,"F13195",89
"4478",1991,"F13197",98
"4479",1991,"F13199",103
"4480",1991,"F13201",100
"4481",1991,"F13205",90
"4482",1991,"F13207",109
"4483",1991,"F13209",95
"4484",1991,"F13211",97
"4485",1991,"F13213",85
"4486",1991,"F13215",110
"4487",1991,"F13217",112
"4488",1991,"F13219",93
"4489",1991,"F13221",102
"4490",1991,"F13223",89
"4491",1991,"F13225",107
"4492",1991,"F13227",97
"4493",1991,"F13229",72
"4494",1991,"F13231",101
"4495",1991,"F13233",110
"4496",1991,"F13235",101
"4497",1991,"F13237",98
"4498",1991,"F13239",103
"4499",1991,"F13241",71
"4500",1991,"F13243",95
"4501",1991,"F13245",102
"4502",1991,"F13247",97
"4503",1991,"F13249",99
"4504",1991,"F13251",95
"4505",1991,"F13253",85
"4506",1991,"F13255",103
"4507",1991,"F13257",87
"4508",1991,"F13259",97
"4509",1991,"F13261",96
"4510",1991,"F13263",102
"4511",1991,"F13265",103
"4512",1991,"F13267",87
"4513",1991,"F13269",103
"4514",1991,"F13271",81
"4515",1991,"F13273",87
"4516",1991,"F13275",93
"4517",1991,"F13277",87
"4518",1991,"F13279",86
"4519",1991,"F13281",82
"4520",1991,"F13283",107
"4521",1991,"F13285",97
"4522",1991,"F13287",89
"4523",1991,"F13289",94
"4524",1991,"F13291",91
"4525",1991,"F13293",99
"4526",1991,"F13295",96
"4527",1991,"F13297",87
"4528",1991,"F13299",66
"4529",1991,"F13301",111
"4530",1991,"F13303",83
"4531",1991,"F13305",66
"4532",1991,"F13307",100
"4533",1991,"F13309",89
"4534",1991,"F13311",82
"4535",1991,"F13313",106
"4536",1991,"F13315",89
"4537",1991,"F13317",112
"4538",1991,"F13319",99
"4539",1991,"F13321",82
"4540",1991,"F37001",114
"4541",1991,"F37003",93
"4542",1991,"F37005",98
"4543",1991,"F37007",113
"4544",1991,"F37009",84
"4545",1991,"F37011",80
"4546",1991,"F37013",104
"4547",1991,"F37015",100
"4548",1991,"F37017",82
"4549",1991,"F37019",96
"4550",1991,"F37021",79
"4551",1991,"F37023",84
"4552",1991,"F37025",118
"4553",1991,"F37027",83
"4554",1991,"F37029",118
"4555",1991,"F37031",97
"4556",1991,"F37033",117
"4557",1991,"F37035",100
"4558",1991,"F37037",113
"4559",1991,"F37039",88
"4560",1991,"F37041",116
"4561",1991,"F37043",81
"4562",1991,"F37045",107
"4563",1991,"F37047",90
"4564",1991,"F37049",91
"4565",1991,"F37051",96
"4566",1991,"F37053",115
"4567",1991,"F37055",94
"4568",1991,"F37057",99
"4569",1991,"F37059",115
"4570",1991,"F37061",92
"4571",1991,"F37063",125
"4572",1991,"F37065",105
"4573",1991,"F37067",106
"4574",1991,"F37069",117
"4575",1991,"F37071",112
"4576",1991,"F37073",107
"4577",1991,"F37075",84
"4578",1991,"F37077",106
"4579",1991,"F37079",105
"4580",1991,"F37081",106
"4581",1991,"F37083",111
"4582",1991,"F37085",115
"4583",1991,"F37087",70
"4584",1991,"F37089",77
"4585",1991,"F37091",97
"4586",1991,"F37093",94
"4587",1991,"F37095",100
"4588",1991,"F37097",99
"4589",1991,"F37099",64
"4590",1991,"F37101",110
"4591",1991,"F37103",98
"4592",1991,"F37105",122
"4593",1991,"F37107",106
"4594",1991,"F37109",107
"4595",1991,"F37111",83
"4596",1991,"F37113",72
"4597",1991,"F37115",80
"4598",1991,"F37117",98
"4599",1991,"F37119",111
"4600",1991,"F37121",78
"4601",1991,"F37123",110
"4602",1991,"F37125",113
"4603",1991,"F37127",110
"4604",1991,"F37129",90
"4605",1991,"F37131",108
"4606",1991,"F37133",90
"4607",1991,"F37135",121
"4608",1991,"F37137",100
"4609",1991,"F37139",122
"4610",1991,"F37141",90
"4611",1991,"F37143",117
"4612",1991,"F37145",116
"4613",1991,"F37147",101
"4614",1991,"F37149",88
"4615",1991,"F37151",102
"4616",1991,"F37153",110
"4617",1991,"F37155",81
"4618",1991,"F37157",111
"4619",1991,"F37159",112
"4620",1991,"F37161",89
"4621",1991,"F37163",94
"4622",1991,"F37165",103
"4623",1991,"F37167",125
"4624",1991,"F37169",105
"4625",1991,"F37171",88
"4626",1991,"F37173",72
"4627",1991,"F37175",72
"4628",1991,"F37177",109
"4629",1991,"F37179",111
"4630",1991,"F37181",110
"4631",1991,"F37183",119
"4632",1991,"F37185",112
"4633",1991,"F37187",113
"4634",1991,"F37189",84
"4635",1991,"F37191",106
"4636",1991,"F37193",86
"4637",1991,"F37195",113
"4638",1991,"F37197",112
"4639",1991,"F37199",75
"4640",1991,"F45001",95
"4641",1991,"F45003",83
"4642",1991,"F45005",94
"4643",1991,"F45007",92
"4644",1991,"F45009",90
"4645",1991,"F45011",84
"4646",1991,"F45013",96
"4647",1991,"F45015",85
"4648",1991,"F45017",93
"4649",1991,"F45019",91
"4650",1991,"F45021",113
"4651",1991,"F45023",113
"4652",1991,"F45025",104
"4653",1991,"F45027",99
"4654",1991,"F45029",79
"4655",1991,"F45031",107
"4656",1991,"F45033",106
"4657",1991,"F45035",92
"4658",1991,"F45037",109
"4659",1991,"F45039",106
"4660",1991,"F45041",102
"4661",1991,"F45043",95
"4662",1991,"F45045",76
"4663",1991,"F45047",105
"4664",1991,"F45049",93
"4665",1991,"F45051",95
"4666",1991,"F45053",88
"4667",1991,"F45055",101
"4668",1991,"F45057",104
"4669",1991,"F45059",100
"4670",1991,"F45061",106
"4671",1991,"F45063",99
"4672",1991,"F45065",113
"4673",1991,"F45067",97
"4674",1991,"F45069",105
"4675",1991,"F45071",107
"4676",1991,"F45073",70
"4677",1991,"F45075",80
"4678",1991,"F45077",76
"4679",1991,"F45079",99
"4680",1991,"F45081",112
"4681",1991,"F45083",102
"4682",1991,"F45085",94
"4683",1991,"F45087",114
"4684",1991,"F45089",89
"4685",1991,"F45091",104
"4686",1991,"F51001",41
"4687",1991,"F51003",117
"4688",1991,"F51005",111
"4689",1991,"F51007",119
"4690",1991,"F51009",118
"4691",1991,"F51011",127
"4692",1991,"F51013",123
"4693",1991,"F51015",97
"4694",1991,"F51017",109
"4695",1991,"F51019",113
"4696",1991,"F51021",101
"4697",1991,"F51023",112
"4698",1991,"F51025",119
"4699",1991,"F51027",94
"4700",1991,"F51029",119
"4701",1991,"F51031",122
"4702",1991,"F51033",119
"4703",1991,"F51035",94
"4704",1991,"F51036",116
"4705",1991,"F51037",114
"4706",1991,"F51041",122
"4707",1991,"F51043",122
"4708",1991,"F51045",105
"4709",1991,"F51047",117
"4710",1991,"F51049",127
"4711",1991,"F51051",90
"4712",1991,"F51053",120
"4713",1991,"F51057",115
"4714",1991,"F51059",114
"4715",1991,"F51061",115
"4716",1991,"F51063",100
"4717",1991,"F51065",128
"4718",1991,"F51067",113
"4719",1991,"F51069",119
"4720",1991,"F51071",110
"4721",1991,"F51073",124
"4722",1991,"F51075",122
"4723",1991,"F51077",91
"4724",1991,"F51079",118
"4725",1991,"F51081",123
"4726",1991,"F51083",110
"4727",1991,"F51085",122
"4728",1991,"F51087",120
"4729",1991,"F51089",114
"4730",1991,"F51091",106
"4731",1991,"F51093",103
"4732",1991,"F51095",122
"4733",1991,"F51097",116
"4734",1991,"F51099",119
"4735",1991,"F51101",119
"4736",1991,"F51103",123
"4737",1991,"F51105",83
"4738",1991,"F51107",115
"4739",1991,"F51109",125
"4740",1991,"F51111",119
"4741",1991,"F51113",115
"4742",1991,"F51115",128
"4743",1991,"F51117",113
"4744",1991,"F51119",120
"4745",1991,"F51121",112
"4746",1991,"F51125",113
"4747",1991,"F51127",119
"4748",1991,"F51131",40
"4749",1991,"F51133",115
"4750",1991,"F51135",125
"4751",1991,"F51137",122
"4752",1991,"F51139",113
"4753",1991,"F51141",103
"4754",1991,"F51143",110
"4755",1991,"F51145",129
"4756",1991,"F51147",129
"4757",1991,"F51149",119
"4758",1991,"F51153",116
"4759",1991,"F51155",108
"4760",1991,"F51157",114
"4761",1991,"F51159",116
"4762",1991,"F51161",115
"4763",1991,"F51163",112
"4764",1991,"F51165",101
"4765",1991,"F51167",85
"4766",1991,"F51169",90
"4767",1991,"F51171",116
"4768",1991,"F51173",83
"4769",1991,"F51175",106
"4770",1991,"F51177",120
"4771",1991,"F51179",116
"4772",1991,"F51181",112
"4773",1991,"F51183",116
"4774",1991,"F51185",95
"4775",1991,"F51187",117
"4776",1991,"F51191",86
"4777",1991,"F51193",115
"4778",1991,"F51195",89
"4779",1991,"F51197",100
"4780",1991,"F51199",120
"4781",1991,"F51510",119
"4782",1991,"F51520",103
"4783",1991,"F51530",132
"4784",1991,"F51540",137
"4785",1991,"F51550",118
"4786",1991,"F51570",130
"4787",1991,"F51580",131
"4788",1991,"F51590",137
"4789",1991,"F51595",142
"4790",1991,"F51600",124
"4791",1991,"F51610",125
"4792",1991,"F51620",116
"4793",1991,"F51630",127
"4794",1991,"F51640",116
"4795",1991,"F51650",121
"4796",1991,"F51660",137
"4797",1991,"F51670",134
"4798",1991,"F51678",140
"4799",1991,"F51680",130
"4800",1991,"F51683",116
"4801",1991,"F51685",115
"4802",1991,"F51690",130
"4803",1991,"F51700",112
"4804",1991,"F51710",125
"4805",1991,"F51720",99
"4806",1991,"F51730",127
"4807",1991,"F51735",119
"4808",1991,"F51740",119
"4809",1991,"F51750",139
"4810",1991,"F51760",122
"4811",1991,"F51770",117
"4812",1991,"F51775",113
"4813",1991,"F51790",135
"4814",1991,"F51800",113
"4815",1991,"F51810",47
"4816",1991,"F51820",124
"4817",1991,"F51830",131
"4818",1991,"F51840",131
"4819",1992,"F13001",85
"4820",1992,"F13003",90
"4821",1992,"F13005",89
"4822",1992,"F13007",99
"4823",1992,"F13009",96
"4824",1992,"F13011",97
"4825",1992,"F13013",106
"4826",1992,"F13015",97
"4827",1992,"F13017",99
"4828",1992,"F13019",92
"4829",1992,"F13021",99
"4830",1992,"F13023",94
"4831",1992,"F13025",81
"4832",1992,"F13027",100
"4833",1992,"F13029",82
"4834",1992,"F13031",94
"4835",1992,"F13033",83
"4836",1992,"F13035",92
"4837",1992,"F13037",110
"4838",1992,"F13039",70
"4839",1992,"F13043",108
"4840",1992,"F13045",98
"4841",1992,"F13047",124
"4842",1992,"F13049",74
"4843",1992,"F13051",77
"4844",1992,"F13053",108
"4845",1992,"F13055",108
"4846",1992,"F13057",86
"4847",1992,"F13059",106
"4848",1992,"F13061",102
"4849",1992,"F13063",100
"4850",1992,"F13065",81
"4851",1992,"F13067",80
"4852",1992,"F13069",95
"4853",1992,"F13071",102
"4854",1992,"F13073",113
"4855",1992,"F13075",92
"4856",1992,"F13077",95
"4857",1992,"F13079",93
"4858",1992,"F13081",113
"4859",1992,"F13083",106
"4860",1992,"F13085",102
"4861",1992,"F13087",100
"4862",1992,"F13089",82
"4863",1992,"F13091",101
"4864",1992,"F13093",106
"4865",1992,"F13095",101
"4866",1992,"F13097",78
"4867",1992,"F13099",96
"4868",1992,"F13101",89
"4869",1992,"F13103",87
"4870",1992,"F13105",108
"4871",1992,"F13107",89
"4872",1992,"F13109",96
"4873",1992,"F13111",94
"4874",1992,"F13113",97
"4875",1992,"F13115",96
"4876",1992,"F13117",106
"4877",1992,"F13119",101
"4878",1992,"F13121",75
"4879",1992,"F13123",98
"4880",1992,"F13125",113
"4881",1992,"F13127",71
"4882",1992,"F13129",104
"4883",1992,"F13131",104
"4884",1992,"F13133",101
"4885",1992,"F13135",94
"4886",1992,"F13137",98
"4887",1992,"F13139",102
"4888",1992,"F13141",94
"4889",1992,"F13143",98
"4890",1992,"F13145",100
"4891",1992,"F13147",94
"4892",1992,"F13149",104
"4893",1992,"F13151",100
"4894",1992,"F13153",98
"4895",1992,"F13155",87
"4896",1992,"F13157",100
"4897",1992,"F13159",104
"4898",1992,"F13161",88
"4899",1992,"F13163",91
"4900",1992,"F13165",84
"4901",1992,"F13167",86
"4902",1992,"F13169",90
"4903",1992,"F13171",97
"4904",1992,"F13173",94
"4905",1992,"F13175",86
"4906",1992,"F13177",98
"4907",1992,"F13179",71
"4908",1992,"F13181",105
"4909",1992,"F13183",88
"4910",1992,"F13185",92
"4911",1992,"F13187",97
"4912",1992,"F13189",114
"4913",1992,"F13191",68
"4914",1992,"F13193",103
"4915",1992,"F13195",99
"4916",1992,"F13197",100
"4917",1992,"F13199",96
"4918",1992,"F13201",110
"4919",1992,"F13205",102
"4920",1992,"F13207",95
"4921",1992,"F13209",91
"4922",1992,"F13211",102
"4923",1992,"F13213",89
"4924",1992,"F13215",116
"4925",1992,"F13217",110
"4926",1992,"F13219",103
"4927",1992,"F13221",105
"4928",1992,"F13223",99
"4929",1992,"F13225",117
"4930",1992,"F13227",98
"4931",1992,"F13229",86
"4932",1992,"F13231",94
"4933",1992,"F13233",100
"4934",1992,"F13235",113
"4935",1992,"F13237",96
"4936",1992,"F13239",107
"4937",1992,"F13241",87
"4938",1992,"F13243",113
"4939",1992,"F13245",110
"4940",1992,"F13247",102
"4941",1992,"F13249",99
"4942",1992,"F13251",89
"4943",1992,"F13253",101
"4944",1992,"F13255",94
"4945",1992,"F13257",97
"4946",1992,"F13259",106
"4947",1992,"F13261",104
"4948",1992,"F13263",107
"4949",1992,"F13265",107
"4950",1992,"F13267",82
"4951",1992,"F13269",105
"4952",1992,"F13271",92
"4953",1992,"F13273",101
"4954",1992,"F13275",102
"4955",1992,"F13277",102
"4956",1992,"F13279",84
"4957",1992,"F13281",90
"4958",1992,"F13283",98
"4959",1992,"F13285",98
"4960",1992,"F13287",99
"4961",1992,"F13289",87
"4962",1992,"F13291",89
"4963",1992,"F13293",106
"4964",1992,"F13295",107
"4965",1992,"F13297",100
"4966",1992,"F13299",77
"4967",1992,"F13301",111
"4968",1992,"F13303",84
"4969",1992,"F13305",83
"4970",1992,"F13307",110
"4971",1992,"F13309",96
"4972",1992,"F13311",103
"4973",1992,"F13313",110
"4974",1992,"F13315",104
"4975",1992,"F13317",107
"4976",1992,"F13319",90
"4977",1992,"F13321",91
"4978",1992,"F37001",86
"4979",1992,"F37003",92
"4980",1992,"F37005",93
"4981",1992,"F37007",111
"4982",1992,"F37009",75
"4983",1992,"F37011",71
"4984",1992,"F37013",106
"4985",1992,"F37015",88
"4986",1992,"F37017",96
"4987",1992,"F37019",86
"4988",1992,"F37021",84
"4989",1992,"F37023",85
"4990",1992,"F37025",113
"4991",1992,"F37027",83
"4992",1992,"F37029",112
"4993",1992,"F37031",109
"4994",1992,"F37033",92
"4995",1992,"F37035",106
"4996",1992,"F37037",85
"4997",1992,"F37039",91
"4998",1992,"F37041",106
"4999",1992,"F37043",87
"5000",1992,"F37045",103
"5001",1992,"F37047",95
"5002",1992,"F37049",91
"5003",1992,"F37051",109
"5004",1992,"F37053",105
"5005",1992,"F37055",102
"5006",1992,"F37057",91
"5007",1992,"F37059",99
"5008",1992,"F37061",96
"5009",1992,"F37063",94
"5010",1992,"F37065",95
"5011",1992,"F37067",91
"5012",1992,"F37069",96
"5013",1992,"F37071",106
"5014",1992,"F37073",96
"5015",1992,"F37075",88
"5016",1992,"F37077",92
"5017",1992,"F37079",98
"5018",1992,"F37081",76
"5019",1992,"F37083",91
"5020",1992,"F37085",107
"5021",1992,"F37087",73
"5022",1992,"F37089",79
"5023",1992,"F37091",87
"5024",1992,"F37093",93
"5025",1992,"F37095",104
"5026",1992,"F37097",98
"5027",1992,"F37099",79
"5028",1992,"F37101",100
"5029",1992,"F37103",99
"5030",1992,"F37105",113
"5031",1992,"F37107",108
"5032",1992,"F37109",100
"5033",1992,"F37111",85
"5034",1992,"F37113",85
"5035",1992,"F37115",80
"5036",1992,"F37117",90
"5037",1992,"F37119",104
"5038",1992,"F37121",73
"5039",1992,"F37123",86
"5040",1992,"F37125",96
"5041",1992,"F37127",93
"5042",1992,"F37129",94
"5043",1992,"F37131",88
"5044",1992,"F37133",102
"5045",1992,"F37135",86
"5046",1992,"F37137",101
"5047",1992,"F37139",106
"5048",1992,"F37141",98
"5049",1992,"F37143",103
"5050",1992,"F37145",92
"5051",1992,"F37147",101
"5052",1992,"F37149",89
"5053",1992,"F37151",78
"5054",1992,"F37153",105
"5055",1992,"F37155",85
"5056",1992,"F37157",89
"5057",1992,"F37159",107
"5058",1992,"F37161",84
