"","Year","County","NumDays"
"154",1981,"F13311",27
"155",1981,"F13313",26
"156",1981,"F13315",38
"157",1981,"F13317",28
"158",1981,"F13319",35
"159",1981,"F13321",36
"160",1981,"F37001",19
"161",1981,"F37003",17
"162",1981,"F37005",18
"163",1981,"F37007",22
"164",1981,"F37009",19
"165",1981,"F37011",21
"166",1981,"F37013",24
"167",1981,"F37015",24
"168",1981,"F37017",18
"169",1981,"F37019",22
"170",1981,"F37021",18
"171",1981,"F37023",18
"172",1981,"F37025",23
"173",1981,"F37027",19
"174",1981,"F37029",24
"175",1981,"F37031",29
"176",1981,"F37033",18
"177",1981,"F37035",17
"178",1981,"F37037",21
"179",1981,"F37039",25
"180",1981,"F37041",25
"181",1981,"F37043",26
"182",1981,"F37045",21
"183",1981,"F37047",22
"184",1981,"F37049",23
"185",1981,"F37051",24
"186",1981,"F37053",23
"187",1981,"F37055",26
"188",1981,"F37057",23
"189",1981,"F37059",22
"190",1981,"F37061",21
"191",1981,"F37063",21
"192",1981,"F37065",21
"193",1981,"F37067",22
"194",1981,"F37069",21
"195",1981,"F37071",21
"196",1981,"F37073",23
"197",1981,"F37075",24
"198",1981,"F37077",20
"199",1981,"F37079",22
"200",1981,"F37081",20
"201",1981,"F37083",21
"202",1981,"F37085",23
"203",1981,"F37087",20
"204",1981,"F37089",21
"205",1981,"F37091",25
"206",1981,"F37093",23
"207",1981,"F37095",27
"208",1981,"F37097",20
"209",1981,"F37099",24
"210",1981,"F37101",23
"211",1981,"F37103",21
"212",1981,"F37105",26
"213",1981,"F37107",21
"214",1981,"F37109",19
"215",1981,"F37111",17
"216",1981,"F37113",24
"217",1981,"F37115",15
"218",1981,"F37117",23
"219",1981,"F37119",21
"220",1981,"F37121",16
"221",1981,"F37123",24
"222",1981,"F37125",26
"223",1981,"F37127",21
"224",1981,"F37129",25
"225",1981,"F37131",24
"226",1981,"F37133",24
"227",1981,"F37135",19
"228",1981,"F37137",24
"229",1981,"F37139",24
"230",1981,"F37141",23
"231",1981,"F37143",25
"232",1981,"F37145",20
"233",1981,"F37147",21
"234",1981,"F37149",20
"235",1981,"F37151",22
"236",1981,"F37153",22
"237",1981,"F37155",20
"238",1981,"F37157",17
"239",1981,"F37159",25
"240",1981,"F37161",19
"241",1981,"F37163",20
"242",1981,"F37165",22
"243",1981,"F37167",23
"244",1981,"F37169",21
"245",1981,"F37171",21
"246",1981,"F37173",24
"247",1981,"F37175",24
"248",1981,"F37177",27
"249",1981,"F37179",21
"250",1981,"F37181",20
"251",1981,"F37183",24
"252",1981,"F37185",20
"253",1981,"F37187",26
"254",1981,"F37189",21
"255",1981,"F37191",22
"256",1981,"F37193",19
"257",1981,"F37195",22
"258",1981,"F37197",21
"259",1981,"F37199",15
"260",1981,"F45001",25
"261",1981,"F45003",25
"262",1981,"F45005",33
"263",1981,"F45007",25
"264",1981,"F45009",27
"265",1981,"F45011",27
"266",1981,"F45013",32
"267",1981,"F45015",25
"268",1981,"F45017",25
"269",1981,"F45019",23
"270",1981,"F45021",21
"271",1981,"F45023",21
"272",1981,"F45025",21
"273",1981,"F45027",28
"274",1981,"F45029",30
"275",1981,"F45031",21
"276",1981,"F45033",20
"277",1981,"F45035",27
"278",1981,"F45037",22
"279",1981,"F45039",23
"280",1981,"F45041",22
"281",1981,"F45043",25
"282",1981,"F45045",27
"283",1981,"F45047",28
"284",1981,"F45049",35
"285",1981,"F45051",25
"286",1981,"F45053",36
"287",1981,"F45055",20
"288",1981,"F45057",20
"289",1981,"F45059",26
"290",1981,"F45061",23
"291",1981,"F45063",24
"292",1981,"F45065",24
"293",1981,"F45067",25
"294",1981,"F45069",23
"295",1981,"F45071",24
"296",1981,"F45073",26
"297",1981,"F45075",28
"298",1981,"F45077",27
"299",1981,"F45079",21
"300",1981,"F45081",26
"301",1981,"F45083",24
"302",1981,"F45085",26
"303",1981,"F45087",25
"304",1981,"F45089",23
"305",1981,"F45091",21
"306",1982,"F13001",6
"307",1982,"F13003",7
"308",1982,"F13005",6
"309",1982,"F13007",7
"310",1982,"F13009",2
"311",1982,"F13011",4
"312",1982,"F13013",0
"313",1982,"F13015",1
"314",1982,"F13017",5
"315",1982,"F13019",9
"316",1982,"F13021",4
"317",1982,"F13023",4
"318",1982,"F13025",7
"319",1982,"F13027",13
"320",1982,"F13029",5
"321",1982,"F13031",3
"322",1982,"F13033",5
"323",1982,"F13035",1
"324",1982,"F13037",6
"325",1982,"F13039",12
"326",1982,"F13043",3
"327",1982,"F13045",2
"328",1982,"F13047",4
"329",1982,"F13049",11
"330",1982,"F13051",7
"331",1982,"F13053",8
"332",1982,"F13055",1
"333",1982,"F13057",0
"334",1982,"F13059",1
"335",1982,"F13061",5
"336",1982,"F13063",0
"337",1982,"F13065",9
"338",1982,"F13067",1
"339",1982,"F13069",3
"340",1982,"F13071",8
"341",1982,"F13073",4
"342",1982,"F13075",8
"343",1982,"F13077",1
"344",1982,"F13079",4
"345",1982,"F13081",9
"346",1982,"F13083",4
"347",1982,"F13085",0
"348",1982,"F13087",4
"349",1982,"F13089",0
"350",1982,"F13091",3
"351",1982,"F13093",7
"352",1982,"F13095",8
"353",1982,"F13097",1
"354",1982,"F13099",6
"355",1982,"F13101",9
"356",1982,"F13103",5
"357",1982,"F13105",1
"358",1982,"F13107",4
"359",1982,"F13109",3
"360",1982,"F13111",5
"361",1982,"F13113",0
"362",1982,"F13115",1
"363",1982,"F13117",0
"364",1982,"F13119",2
"365",1982,"F13121",0
"366",1982,"F13123",2
"367",1982,"F13125",3
"368",1982,"F13127",12
"369",1982,"F13129",1
"370",1982,"F13131",7
"371",1982,"F13133",2
"372",1982,"F13135",0
"373",1982,"F13137",1
"374",1982,"F13139",0
"375",1982,"F13141",2
"376",1982,"F13143",1
"377",1982,"F13145",10
"378",1982,"F13147",2
"379",1982,"F13149",3
"380",1982,"F13151",0
"381",1982,"F13153",4
"382",1982,"F13155",5
"383",1982,"F13157",2
"384",1982,"F13159",1
"385",1982,"F13161",4
"386",1982,"F13163",4
"387",1982,"F13165",5
"388",1982,"F13167",4
"389",1982,"F13169",1
"390",1982,"F13171",1
"391",1982,"F13173",9
"392",1982,"F13175",4
"393",1982,"F13177",8
"394",1982,"F13179",7
"395",1982,"F13181",1
"396",1982,"F13183",6
"397",1982,"F13185",10
"398",1982,"F13187",1
"399",1982,"F13189",4
"400",1982,"F13191",8
"401",1982,"F13193",5
"402",1982,"F13195",1
"403",1982,"F13197",7
"404",1982,"F13199",2
"405",1982,"F13201",5
"406",1982,"F13205",7
"407",1982,"F13207",2
"408",1982,"F13209",5
"409",1982,"F13211",1
"410",1982,"F13213",3
"411",1982,"F13215",11
"412",1982,"F13217",1
"413",1982,"F13219",0
"414",1982,"F13221",1
"415",1982,"F13223",1
"416",1982,"F13225",4
"417",1982,"F13227",1
"418",1982,"F13229",6
"419",1982,"F13231",1
"420",1982,"F13233",1
"421",1982,"F13235",7
"422",1982,"F13237",1
"423",1982,"F13239",8
"424",1982,"F13241",4
"425",1982,"F13243",6
"426",1982,"F13245",5
"427",1982,"F13247",0
"428",1982,"F13249",5
"429",1982,"F13251",5
"430",1982,"F13253",6
"431",1982,"F13255",1
"432",1982,"F13257",1
"433",1982,"F13259",6
"434",1982,"F13261",6
"435",1982,"F13263",3
"436",1982,"F13265",2
"437",1982,"F13267",4
"438",1982,"F13269",4
"439",1982,"F13271",6
"440",1982,"F13273",7
"441",1982,"F13275",8
"442",1982,"F13277",7
"443",1982,"F13279",5
"444",1982,"F13281",2
"445",1982,"F13283",5
"446",1982,"F13285",5
"447",1982,"F13287",11
"448",1982,"F13289",4
"449",1982,"F13291",1
"450",1982,"F13293",2
"451",1982,"F13295",5
"452",1982,"F13297",0
"453",1982,"F13299",8
"454",1982,"F13301",4
"455",1982,"F13303",4
"456",1982,"F13305",6
"457",1982,"F13307",6
"458",1982,"F13309",5
"459",1982,"F13311",3
"460",1982,"F13313",4
"461",1982,"F13315",7
"462",1982,"F13317",1
"463",1982,"F13319",2
"464",1982,"F13321",8
"465",1982,"F37001",2
"466",1982,"F37003",3
"467",1982,"F37005",2
"468",1982,"F37007",0
"469",1982,"F37009",3
"470",1982,"F37011",4
"471",1982,"F37013",4
"472",1982,"F37015",2
"473",1982,"F37017",3
"474",1982,"F37019",3
"475",1982,"F37021",2
"476",1982,"F37023",2
"477",1982,"F37025",4
"478",1982,"F37027",2
"479",1982,"F37029",4
"480",1982,"F37031",10
"481",1982,"F37033",2
"482",1982,"F37035",3
"483",1982,"F37037",1
"484",1982,"F37039",2
"485",1982,"F37041",4
"486",1982,"F37043",3
"487",1982,"F37045",1
"488",1982,"F37047",4
"489",1982,"F37049",6
"490",1982,"F37051",2
"491",1982,"F37053",7
"492",1982,"F37055",16
"493",1982,"F37057",2
"494",1982,"F37059",2
"495",1982,"F37061",2
"496",1982,"F37063",2
"497",1982,"F37065",1
"498",1982,"F37067",2
"499",1982,"F37069",2
"500",1982,"F37071",1
"501",1982,"F37073",2
"502",1982,"F37075",1
"503",1982,"F37077",2
"504",1982,"F37079",2
"505",1982,"F37081",2
"506",1982,"F37083",1
"507",1982,"F37085",2
"508",1982,"F37087",4
"509",1982,"F37089",4
"510",1982,"F37091",3
"511",1982,"F37093",1
"512",1982,"F37095",9
"513",1982,"F37097",2
"514",1982,"F37099",4
"515",1982,"F37101",2
"516",1982,"F37103",4
"517",1982,"F37105",2
"518",1982,"F37107",4
"519",1982,"F37109",1
"520",1982,"F37111",2
"521",1982,"F37113",7
"522",1982,"F37115",4
"523",1982,"F37117",2
"524",1982,"F37119",1
"525",1982,"F37121",3
"526",1982,"F37123",2
"527",1982,"F37125",1
"528",1982,"F37127",1
"529",1982,"F37129",3
"530",1982,"F37131",2
"531",1982,"F37133",3
"532",1982,"F37135",2
"533",1982,"F37137",7
"534",1982,"F37139",4
"535",1982,"F37141",3
"536",1982,"F37143",4
"537",1982,"F37145",2
"538",1982,"F37147",2
"539",1982,"F37149",1
"540",1982,"F37151",2
"541",1982,"F37153",1
"542",1982,"F37155",3
"543",1982,"F37157",2
"544",1982,"F37159",3
"545",1982,"F37161",0
"546",1982,"F37163",2
"547",1982,"F37165",1
"548",1982,"F37167",2
"549",1982,"F37169",2
"550",1982,"F37171",2
"551",1982,"F37173",6
"552",1982,"F37175",5
"553",1982,"F37177",8
"554",1982,"F37179",0
"555",1982,"F37181",3
"556",1982,"F37183",2
"557",1982,"F37185",2
"558",1982,"F37187",5
"559",1982,"F37189",4
"560",1982,"F37191",1
"561",1982,"F37193",3
"562",1982,"F37195",1
"563",1982,"F37197",2
"564",1982,"F37199",3
"565",1982,"F45001",1
"566",1982,"F45003",1
"567",1982,"F45005",5
"568",1982,"F45007",1
"569",1982,"F45009",5
"570",1982,"F45011",5
"571",1982,"F45013",4
"572",1982,"F45015",2
"573",1982,"F45017",4
"574",1982,"F45019",2
"575",1982,"F45021",0
"576",1982,"F45023",0
"577",1982,"F45025",1
"578",1982,"F45027",3
"579",1982,"F45029",3
"580",1982,"F45031",1
"581",1982,"F45033",4
"582",1982,"F45035",4
"583",1982,"F45037",0
"584",1982,"F45039",0
"585",1982,"F45041",2
"586",1982,"F45043",4
"587",1982,"F45045",2
"588",1982,"F45047",1
"589",1982,"F45049",5
"590",1982,"F45051",5
"591",1982,"F45053",5
"592",1982,"F45055",0
"593",1982,"F45057",0
"594",1982,"F45059",0
"595",1982,"F45061",1
"596",1982,"F45063",2
"597",1982,"F45065",1
"598",1982,"F45067",4
"599",1982,"F45069",2
"600",1982,"F45071",1
"601",1982,"F45073",2
"602",1982,"F45075",5
"603",1982,"F45077",2
"604",1982,"F45079",1
"605",1982,"F45081",1
"606",1982,"F45083",0
"607",1982,"F45085",1
"608",1982,"F45087",1
"609",1982,"F45089",3
"610",1982,"F45091",0
"611",1983,"F13001",25
"612",1983,"F13003",28
"613",1983,"F13005",27
"614",1983,"F13007",27
"615",1983,"F13009",26
"616",1983,"F13011",32
"617",1983,"F13013",28
"618",1983,"F13015",28
"619",1983,"F13017",28
"620",1983,"F13019",30
"621",1983,"F13021",27
"622",1983,"F13023",29
"623",1983,"F13025",26
"624",1983,"F13027",30
"625",1983,"F13029",26
"626",1983,"F13031",26
"627",1983,"F13033",28
"628",1983,"F13035",27
"629",1983,"F13037",26
"630",1983,"F13039",26
"631",1983,"F13043",27
"632",1983,"F13045",28
"633",1983,"F13047",30
"634",1983,"F13049",25
"635",1983,"F13051",27
"636",1983,"F13053",26
"637",1983,"F13055",29
"638",1983,"F13057",29
"639",1983,"F13059",29
"640",1983,"F13061",20
"641",1983,"F13063",26
"642",1983,"F13065",28
"643",1983,"F13067",29
"644",1983,"F13069",27
"645",1983,"F13071",28
"646",1983,"F13073",34
"647",1983,"F13075",30
"648",1983,"F13077",27
"649",1983,"F13079",26
"650",1983,"F13081",29
"651",1983,"F13083",34
"652",1983,"F13085",25
"653",1983,"F13087",23
"654",1983,"F13089",27
"655",1983,"F13091",29
"656",1983,"F13093",27
"657",1983,"F13095",28
"658",1983,"F13097",28
"659",1983,"F13099",19
"660",1983,"F13101",31
"661",1983,"F13103",26
"662",1983,"F13105",34
"663",1983,"F13107",29
"664",1983,"F13109",26
"665",1983,"F13111",31
"666",1983,"F13113",26
"667",1983,"F13115",29
"668",1983,"F13117",26
"669",1983,"F13119",32
"670",1983,"F13121",27
"671",1983,"F13123",30
"672",1983,"F13125",31
"673",1983,"F13127",31
"674",1983,"F13129",28
"675",1983,"F13131",26
"676",1983,"F13133",29
"677",1983,"F13135",26
"678",1983,"F13137",29
"679",1983,"F13139",24
"680",1983,"F13141",28
"681",1983,"F13143",30
"682",1983,"F13145",26
"683",1983,"F13147",32
"684",1983,"F13149",25
"685",1983,"F13151",25
"686",1983,"F13153",27
"687",1983,"F13155",26
"688",1983,"F13157",31
"689",1983,"F13159",25
"690",1983,"F13161",31
"691",1983,"F13163",30
"692",1983,"F13165",30
"693",1983,"F13167",29
"694",1983,"F13169",28
"695",1983,"F13171",28
"696",1983,"F13173",31
"697",1983,"F13175",31
"698",1983,"F13177",28
"699",1983,"F13179",25
"700",1983,"F13181",34
"701",1983,"F13183",24
"702",1983,"F13185",30
"703",1983,"F13187",27
"704",1983,"F13189",33
"705",1983,"F13191",27
"706",1983,"F13193",26
"707",1983,"F13195",31
"708",1983,"F13197",27
"709",1983,"F13199",27
"710",1983,"F13201",22
"711",1983,"F13205",27
"712",1983,"F13207",28
"713",1983,"F13209",28
"714",1983,"F13211",26
"715",1983,"F13213",29
"716",1983,"F13215",25
"717",1983,"F13217",26
"718",1983,"F13219",27
"719",1983,"F13221",31
"720",1983,"F13223",27
"721",1983,"F13225",26
"722",1983,"F13227",35
"723",1983,"F13229",27
"724",1983,"F13231",27
"725",1983,"F13233",29
"726",1983,"F13235",28
"727",1983,"F13237",27
"728",1983,"F13239",21
"729",1983,"F13241",29
"730",1983,"F13243",23
"731",1983,"F13245",31
"732",1983,"F13247",28
"733",1983,"F13249",27
"734",1983,"F13251",29
"735",1983,"F13253",20
"736",1983,"F13255",24
"737",1983,"F13257",29
"738",1983,"F13259",23
"739",1983,"F13261",28
"740",1983,"F13263",27
"741",1983,"F13265",33
"742",1983,"F13267",24
"743",1983,"F13269",26
"744",1983,"F13271",30
"745",1983,"F13273",27
"746",1983,"F13275",28
"747",1983,"F13277",31
"748",1983,"F13279",28
"749",1983,"F13281",30
"750",1983,"F13283",30
"751",1983,"F13285",26
"752",1983,"F13287",27
"753",1983,"F13289",27
"754",1983,"F13291",30
"755",1983,"F13293",27
"756",1983,"F13295",30
"757",1983,"F13297",27
"758",1983,"F13299",26
"759",1983,"F13301",35
"760",1983,"F13303",27
"761",1983,"F13305",24
"762",1983,"F13307",25
"763",1983,"F13309",32
"764",1983,"F13311",33
"765",1983,"F13313",27
"766",1983,"F13315",28
"767",1983,"F13317",34
"768",1983,"F13319",28
"769",1983,"F13321",29
"770",1983,"F37001",42
"771",1983,"F37003",29
"772",1983,"F37005",28
"773",1983,"F37007",39
"774",1983,"F37009",28
"775",1983,"F37011",25
"776",1983,"F37013",33
"777",1983,"F37015",37
"778",1983,"F37017",34
"779",1983,"F37019",39
"780",1983,"F37021",20
"781",1983,"F37023",25
"782",1983,"F37025",40
"783",1983,"F37027",25
"784",1983,"F37029",35
"785",1983,"F37031",41
"786",1983,"F37033",38
"787",1983,"F37035",31
"788",1983,"F37037",39
"789",1983,"F37039",31
"790",1983,"F37041",34
"791",1983,"F37043",32
"792",1983,"F37045",26
"793",1983,"F37047",35
"794",1983,"F37049",37
"795",1983,"F37051",32
"796",1983,"F37053",35
"797",1983,"F37055",39
"798",1983,"F37057",41
"799",1983,"F37059",41
"800",1983,"F37061",37
"801",1983,"F37063",37
"802",1983,"F37065",33
"803",1983,"F37067",44
"804",1983,"F37069",33
"805",1983,"F37071",28
"806",1983,"F37073",37
"807",1983,"F37075",31
"808",1983,"F37077",39
"809",1983,"F37079",36
"810",1983,"F37081",40
"811",1983,"F37083",38
"812",1983,"F37085",34
"813",1983,"F37087",26
"814",1983,"F37089",27
"815",1983,"F37091",42
"816",1983,"F37093",33
"817",1983,"F37095",37
"818",1983,"F37097",39
"819",1983,"F37099",28
"820",1983,"F37101",36
"821",1983,"F37103",39
"822",1983,"F37105",36
"823",1983,"F37107",37
"824",1983,"F37109",30
"825",1983,"F37111",18
"826",1983,"F37113",28
"827",1983,"F37115",26
"828",1983,"F37117",36
"829",1983,"F37119",38
"830",1983,"F37121",24
"831",1983,"F37123",37
"832",1983,"F37125",35
"833",1983,"F37127",33
"834",1983,"F37129",36
"835",1983,"F37131",43
"836",1983,"F37133",39
"837",1983,"F37135",37
"838",1983,"F37137",34
"839",1983,"F37139",36
"840",1983,"F37141",33
"841",1983,"F37143",35
"842",1983,"F37145",38
"843",1983,"F37147",36
"844",1983,"F37149",25
"845",1983,"F37151",40
"846",1983,"F37153",34
"847",1983,"F37155",35
"848",1983,"F37157",39
"849",1983,"F37159",40
"850",1983,"F37161",23
"851",1983,"F37163",37
"852",1983,"F37165",35
"853",1983,"F37167",40
"854",1983,"F37169",42
"855",1983,"F37171",40
"856",1983,"F37173",33
"857",1983,"F37175",28
"858",1983,"F37177",35
"859",1983,"F37179",37
"860",1983,"F37181",42
"861",1983,"F37183",41
"862",1983,"F37185",36
"863",1983,"F37187",34
"864",1983,"F37189",25
"865",1983,"F37191",36
"866",1983,"F37193",28
"867",1983,"F37195",34
"868",1983,"F37197",43
"869",1983,"F37199",20
"870",1983,"F45001",32
"871",1983,"F45003",29
"872",1983,"F45005",28
"873",1983,"F45007",32
"874",1983,"F45009",30
"875",1983,"F45011",26
"876",1983,"F45013",30
"877",1983,"F45015",32
"878",1983,"F45017",32
"879",1983,"F45019",29
"880",1983,"F45021",25
"881",1983,"F45023",29
"882",1983,"F45025",36
"883",1983,"F45027",34
"884",1983,"F45029",31
"885",1983,"F45031",33
"886",1983,"F45033",43
"887",1983,"F45035",29
"888",1983,"F45037",29
"889",1983,"F45039",32
"890",1983,"F45041",34
"891",1983,"F45043",36
"892",1983,"F45045",29
"893",1983,"F45047",33
"894",1983,"F45049",29
"895",1983,"F45051",37
"896",1983,"F45053",27
"897",1983,"F45055",33
"898",1983,"F45057",37
"899",1983,"F45059",31
"900",1983,"F45061",34
"901",1983,"F45063",30
"902",1983,"F45065",31
"903",1983,"F45067",37
"904",1983,"F45069",36
"905",1983,"F45071",29
"906",1983,"F45073",30
"907",1983,"F45075",31
"908",1983,"F45077",29
"909",1983,"F45079",30
"910",1983,"F45081",30
"911",1983,"F45083",26
"912",1983,"F45085",32
"913",1983,"F45087",26
"914",1983,"F45089",31
"915",1983,"F45091",28
"916",1984,"F13001",4
"917",1984,"F13003",4
"918",1984,"F13005",5
"919",1984,"F13007",5
"920",1984,"F13009",5
"921",1984,"F13011",7
"922",1984,"F13013",5
"923",1984,"F13015",3
"924",1984,"F13017",5
"925",1984,"F13019",7
"926",1984,"F13021",5
"927",1984,"F13023",7
"928",1984,"F13025",9
"929",1984,"F13027",4
"930",1984,"F13029",7
"931",1984,"F13031",5
"932",1984,"F13033",5
"933",1984,"F13035",5
"934",1984,"F13037",6
"935",1984,"F13039",21
"936",1984,"F13043",4
"937",1984,"F13045",6
"938",1984,"F13047",4
"939",1984,"F13049",10
"940",1984,"F13051",12
"941",1984,"F13053",6
"942",1984,"F13055",4
"943",1984,"F13057",3
"944",1984,"F13059",4
"945",1984,"F13061",7
"946",1984,"F13063",4
"947",1984,"F13065",8
"948",1984,"F13067",3
"949",1984,"F13069",2
"950",1984,"F13071",4
"951",1984,"F13073",6
"952",1984,"F13075",4
"953",1984,"F13077",6
"954",1984,"F13079",5
"955",1984,"F13081",5
"956",1984,"F13083",5
"957",1984,"F13085",5
"958",1984,"F13087",3
"959",1984,"F13089",3
"960",1984,"F13091",5
"961",1984,"F13093",5
"962",1984,"F13095",4
"963",1984,"F13097",6
"964",1984,"F13099",5
"965",1984,"F13101",8
"966",1984,"F13103",5
"967",1984,"F13105",7
"968",1984,"F13107",5
"969",1984,"F13109",6
"970",1984,"F13111",5
"971",1984,"F13113",6
"972",1984,"F13115",5
"973",1984,"F13117",5
"974",1984,"F13119",7
"975",1984,"F13121",3
"976",1984,"F13123",5
"977",1984,"F13125",6
"978",1984,"F13127",27
"979",1984,"F13129",3
"980",1984,"F13131",3
"981",1984,"F13133",4
"982",1984,"F13135",4
"983",1984,"F13137",5
"984",1984,"F13139",6
"985",1984,"F13141",4
"986",1984,"F13143",7
"987",1984,"F13145",7
"988",1984,"F13147",6
"989",1984,"F13149",8
"990",1984,"F13151",4
"991",1984,"F13153",5
"992",1984,"F13155",6
"993",1984,"F13157",7
"994",1984,"F13159",6
"995",1984,"F13161",4
"996",1984,"F13163",5
"997",1984,"F13165",5
"998",1984,"F13167",5
"999",1984,"F13169",5
"1000",1984,"F13171",5
"1001",1984,"F13173",6
"1002",1984,"F13175",7
"1003",1984,"F13177",5
"1004",1984,"F13179",7
"1005",1984,"F13181",6
"1006",1984,"F13183",6
"1007",1984,"F13185",5
"1008",1984,"F13187",7
"1009",1984,"F13189",6
"1010",1984,"F13191",18
"1011",1984,"F13193",5
"1012",1984,"F13195",6
"1013",1984,"F13197",6
"1014",1984,"F13199",7
"1015",1984,"F13201",4
"1016",1984,"F13205",5
"1017",1984,"F13207",4
"1018",1984,"F13209",4
"1019",1984,"F13211",4
"1020",1984,"F13213",4
"1021",1984,"F13215",8
"1022",1984,"F13217",4
"1023",1984,"F13219",4
"1024",1984,"F13221",4
"1025",1984,"F13223",4
"1026",1984,"F13225",4
"1027",1984,"F13227",8
"1028",1984,"F13229",15
"1029",1984,"F13231",5
"1030",1984,"F13233",6
"1031",1984,"F13235",9
"1032",1984,"F13237",4
"1033",1984,"F13239",7
"1034",1984,"F13241",6
"1035",1984,"F13243",6
"1036",1984,"F13245",6
"1037",1984,"F13247",4
"1038",1984,"F13249",5
"1039",1984,"F13251",6
"1040",1984,"F13253",3
"1041",1984,"F13255",5
"1042",1984,"F13257",5
"1043",1984,"F13259",7
"1044",1984,"F13261",5
"1045",1984,"F13263",6
"1046",1984,"F13265",6
"1047",1984,"F13267",4
"1048",1984,"F13269",5
"1049",1984,"F13271",5
"1050",1984,"F13273",5
"1051",1984,"F13275",4
"1052",1984,"F13277",5
"1053",1984,"F13279",4
"1054",1984,"F13281",6
"1055",1984,"F13283",4
"1056",1984,"F13285",7
"1057",1984,"F13287",3
"1058",1984,"F13289",5
"1059",1984,"F13291",6
"1060",1984,"F13293",5
"1061",1984,"F13295",4
"1062",1984,"F13297",5
"1063",1984,"F13299",11
"1064",1984,"F13301",6
"1065",1984,"F13303",5
"1066",1984,"F13305",5
"1067",1984,"F13307",5
"1068",1984,"F13309",5
"1069",1984,"F13311",7
